n_T,dT,N_obs,Ea_true,Psi,cond,D,coverage,cov_t,cov_z,cov_znodf,rmse_Ea,bias_Ea,reported_halfwidth,true_sd,R2,n_ok,relerr_Ea,SE_ratio
4,3.784549427679134,312.0,30.93530180297136,0.39092320178859974,252320.427435255,196.36661464870096,0.9225,0.9225,0.735,0.6425,5.354201976218985,0.1273425169662368,15.961507752329233,5.352687426472799,0.9714010387236418,400,0.17307741202333154,1.5214089214277031
4,10.212656822595786,315.0,66.85756617723914,28.279065068652194,61611.658342573115,7019.343512339387,0.96,0.96,0.8225,0.6875,0.5588001495732221,-0.01589472569912008,1.9837504274002007,0.5585740459939086,0.9999056920273863,400,0.008358068974450029,1.8119666895714304
4,2.98274794687618,345.0,17.784823470294853,6.461229358513504,522880.6332538193,4672.1463269911,0.935,0.935,0.8125,0.705,1.485716595444901,-0.051041069164307035,5.289365482000398,1.4848395910801113,0.9909266402369266,400,0.0835384505180174,1.8174729946420645
3,42.613310124381776,210.0,31.196909559748736,146.8779290346825,3144.142412645289,8235.835145745574,0.955,0.955,0.6325,0.4525,0.23067050426967062,-0.004002304478882994,1.5349948271775649,0.23063578017923073,0.9999850858135766,400,0.007394017789739314,3.3956597085777234
3,4.448483338211723,91.0,27.494783963028176,0.23471591530076633,206161.98823127203,106.57291273562065,0.955,0.955,0.7425,0.5575,3.8707504005727764,-0.08350360214125932,39.26314041566903,3.8698495851859342,0.9879351672050014,400,0.1407812625761205,5.176484009733891
5,15.149360051936954,444.0,54.07155077317417,64.34272305967716,14922.231289394049,7859.88732661343,0.9575,0.9575,0.885,0.81,0.44489916516262146,-0.014618900478865075,1.4247776185719543,0.44465891974769445,0.999792025307981,400,0.00822797124922379,1.6347976485588795
5,37.96845825872838,318.0,55.725123571400985,6.929959508374329,3640.621160889001,418.1368484458514,0.9475,0.9475,0.8,0.655,1.6887499734833233,0.08285708154946544,2.9732472008461173,1.6867160925825753,0.9991521595774548,400,0.03030500186005898,0.8993587387026634
4,14.304760011238336,192.0,38.287057409400916,1.9837900894341223,23503.92479508785,304.1346560724183,0.93,0.93,0.77,0.65,2.16524964672976,0.05557877211078772,5.932010438653045,2.1645362165494038,0.9974446677922979,400,0.05655304411558434,1.3982376062586939
5,35.53846214415698,444.0,59.919916502872354,39.443872241166375,3569.6330965709553,2356.629627135043,0.95,0.95,0.865,0.775,0.6827611307367016,-0.05103247136745671,1.7963351042709528,0.6808512675401206,0.9997333298218792,400,0.011394560783541353,1.3461053035713868
3,8.735554368031224,203.0,42.12694156262084,2.2887379652478588,49721.463113950784,510.3498877502994,0.9525,0.9525,0.6825,0.5225,1.7579727105107532,0.030613817396579323,13.852427860302116,1.7577061316058875,0.9993223463772726,400,0.04173036648999459,4.020902645649248
