n_T,n_t,dT,N_obs,Ea_true,sigma_y,sigma_lnk,E_het,D_het,E,D,A,c_deg,c_Ea,cond,lambda_min,lambda_max,rmse_Ea,rmse_deg,relerr_Ea,frac_ok
3,7,10.420726517406328,378.0,66.85476719658348,0.05306235469232196,0.01723918006874998,6.1466318054809195,1182.084759330121,5.9426398033638925,1123.0497062577,11.884946826041785,5.942639803359356,6.9412455718070865,35714.053279269196,5.9426398033638925,212235.75455684387,1.6403265040112884,1.7737226000866533,0.02453566997231448,1.0
4,6,21.196867283064613,270.0,36.94459233625937,0.03187253247755445,0.017334135494944114,45.18559203540208,3647.670123182774,24.498311117657792,2085.121462640931,48.98985960310594,24.498311117660545,29.030504110953697,7244.199897985559,24.498311117657792,177470.66289935505,0.5503873473467144,0.5995713243979987,0.014897642998391816,1.0
4,5,19.866921584550262,270.0,29.803389768008547,0.007130652748443861,0.003336563273130445,837.3853965531159,80415.36379626549,628.4359921894146,60133.324096350625,1256.7347271287795,628.435992189332,745.4789653770405,9156.053528599188,628.4359921894146,5753993.583784621,0.12982843251821258,0.14152029950072537,0.004356163293128911,1.0
6,6,3.6474266108410305,492.0,22.466591537106446,0.010515190412208967,0.004345969296648321,18.623129604258864,11462.957382364259,13.764645014815612,8383.756930673255,27.52921582212801,13.764645014704149,16.189625843876474,370977.29105128447,13.764645014815612,5106370.719878863,0.8580722872667692,0.9306270327851706,0.03819325623335223,1.0
6,5,5.1648115279505085,275.0,23.473035389073083,0.00993341305022928,0.005806306082690354,4.5962188225229,3728.2422257606327,4.31897032384442,2850.3548542923677,8.637920815473562,4.318970323857409,4.980065151053185,435549.4017994563,4.31897032384442,1881124.940940041,1.297901386040194,1.393731129571777,0.05529329140978415,1.0
4,6,11.761947416560266,240.0,61.88285683226682,0.019908376616512,0.010425336548782308,14.330235072586712,3124.3119514835676,14.761869627559086,2560.7789574862404,29.522758195333527,14.761869627561206,17.818221810182198,30092.720677925343,14.761869627559086,444224.8193860854,0.8274830492128733,0.9097449051609506,0.01337176548677709,1.0
6,7,10.564784648198732,392.0,41.8205651628452,0.007714004539851029,0.0036626285955275203,190.83482445198862,33725.4905374132,175.24826005633858,29671.760724505897,350.4842939727217,175.24826005621614,210.9037844919206,28666.799354857136,175.24826005633858,5023806.708322883,0.20686126168895266,0.2270566574632981,0.0049464004344143865,1.0
5,6,28.55063039770466,420.0,28.203283435154948,0.07969826164645964,0.03477072545503522,4.978187846697858,720.9883807776536,6.528706620282515,670.4398574538948,13.056175155102293,6.528706620282133,7.763349065280237,10545.455508589619,6.528706620282515,68848.18519282376,1.357169873487909,1.4814371236020285,0.04812098834549945,1.0
3,7,12.566567803068937,273.0,68.51584004909706,0.01282108882659099,0.005307988519964787,55.776818107031424,11243.10365395784,57.760895735053424,9682.509160918675,115.51768053652512,57.7608957350813,67.72845611867436,28100.10832661756,57.760895735053424,1623087.4271974633,0.46290612339531545,0.5016647945857364,0.006756191313769287,1.0
5,7,16.569227602328514,483.0,49.44166744996111,0.011762651724445931,0.004515070311656705,275.13297505766485,35746.445344929416,253.3369279770221,31961.910525186206,506.6420262393556,253.33692797713715,301.8181881821211,15917.265597071466,253.3369279770221,4032431.1681564255,0.22507409519611796,0.24593853414623815,0.004552316028255132,1.0
